Name,Age,BloodGroup,loc_ngo,loc_hosp,phnum,ID
Danny Callaghan,8,A+,ngo0037,,(979)618-5442,rc1232
Wilford Denton,63,A-,,hosp0052,(775)317-7290,rc1233
Olive Louis,59,B-,ngo0049,,(989)279-9189,rc1234
Collette Eden,72,B-,,hosp0075,(505)750-8857,rc1235
Bennett Akin,39,B+,,hosp0168,(276)939-9774,rc1236
Ernesto Dill,14,B+,ngo0059,,(917)180-6643,rc1237
Landon Battaglia,43,O+,ngo0063,,(913)976-2917,rc1238
Russ Poindexter,5,B+,ngo0087,,(701)166-4737,rc1239
Edward Toro,44,B+,,hosp0103,(386)154-3392,rc1240
Cleveland Heyward,37,B-,,hosp0179,(425)931-9313,rc1241
Aaron Willey,44,B-,ngo0133,,(952)570-6723,rc1242
Marissa Townes,41,A+,,hosp0195,(623)381-1768,rc1243
Darell Frame,98,AB+,ngo0034,,(352)362-8556,rc1244
Arnulfo Holiday,14,A+,,hosp0077,(502)507-2766,rc1245
Rudolph Costa,18,A-,,hosp0033,(862)884-2435,rc1246
Giovanni Correa,72,O-,,hosp0032,(307)532-1844,rc1247
Leopoldo Donley,25,B-,,hosp0191,(702)887-3774,rc1248
Julianne Wahl,58,AB-,ngo0021,,(557)199-1658,rc1249
Leigh Shockley,57,AB+,ngo0128,,(708)145-6225,rc1250
Verna Bernier,48,B-,,hosp0083,(828)738-8427,rc1251
Julianna Durden,62,AB+,,hosp0051,(617)926-1924,rc1252
Laureen Lima,71,O+,ngo0091,,(504)664-1903,rc1253
Dorene Gerald,43,AB+,,hosp0090,(202)955-4250,rc1254
Breanna Irwin,86,A-,ngo0005,,(574)802-9280,rc1255
Derick Hall,54,A-,ngo0061,,(251)324-3323,rc1256
Camille Dominguez,87,B-,,hosp0003,(304)315-4144,rc1257
Leanna Silva,50,O-,ngo0088,,(207)654-6933,rc1258
Sabina Lashley,68,AB-,ngo0053,,(469)705-5771,rc1259
Myrtis Close,86,A+,ngo0043,,(509)989-3752,rc1260
Sheree Mckinnon,86,B+,,hosp0145,(443)679-3832,rc1261
Brain Joe,54,B+,,hosp0117,(319)867-8237,rc1262
Alison Dudley,37,AB+,,hosp0145,(512)197-7241,rc1263
Harriett Tanaka,20,B-,ngo0084,,(702)399-7645,rc1264
Adell Givens,18,AB+,ngo0075,,(312)187-2549,rc1265
Bud Almeida,29,A+,ngo0104,,(858)220-8634,rc1266
Randi Berg,51,A-,,hosp0008,(757)972-9090,rc1267
Aisha Rollins,68,A-,ngo0119,,(650)734-9856,rc1268
Gussie Woods,4,A+,ngo0135,,(775)765-9862,rc1269
Brigitte Avery,21,O+,ngo0130,,(256)358-6230,rc1270
Fanny Newkirk,87,O-,ngo0063,,(270)178-3822,rc1271
Vilma Bennett,61,AB-,,hosp0022,(605)856-5253,rc1272
Kenny Wilt,79,O-,ngo0112,,(513)522-1434,rc1273
Flossie Sauer,57,A+,,hosp0187,(785)624-3120,rc1274
Audra Steed,35,O+,,hosp0096,(251)915-9251,rc1275
Joe Cotter,90,AB+,,hosp0084,(641)570-7760,rc1276
Minh Arreola,13,A+,ngo0062,,(817)302-4268,rc1277
Noemi Nelson,98,AB+,ngo0049,,(502)593-9767,rc1278
Beth Briscoe,87,B+,,hosp0006,(857)788-5905,rc1279
Candice Waters,81,B+,ngo0083,,(207)214-1843,rc1280
Shameka Munoz,17,B+,ngo0086,,(321)872-1817,rc1281
Pat Donald,8,AB-,ngo0003,,(414)893-1699,rc1282
Tosha Bradbury,25,AB-,,hosp0008,(219)488-2920,rc1283
Michelle Conte,89,O+,ngo0114,,(908)113-6541,rc1284
Irvin Orta,48,O-,ngo0101,,(319)288-4680,rc1285
Irvin Manley,4,A-,,hosp0144,(908)614-7066,rc1286
Fredrick Mcwilliams,69,O+,ngo0093,,(334)550-6764,rc1287
Lourdes Shepard,35,AB+,ngo0087,,(270)222-9493,rc1288
Katelyn Oswald,51,AB+,ngo0089,,(227)669-4364,rc1289
Theron Dotson,83,A+,ngo0039,,(304)303-5229,rc1290
Madonna Correia,70,B+,,hosp0122,(970)832-2950,rc1291
Tamera Thatcher,32,O-,ngo0109,,(701)831-7571,rc1292
Nikki Chamberlin,45,AB-,ngo0063,,(920)697-7838,rc1293
Robby Kelleher,98,O+,,hosp0137,(408)284-2801,rc1294
Floyd Lockwood,8,B-,ngo0025,,(316)906-8954,rc1295
Cruz Fredericks,60,O-,,hosp0174,(412)714-6923,rc1296
Lilly Vallejo,17,A+,,hosp0094,(215)909-3159,rc1297
Chi Hsu,48,AB+,,hosp0081,(928)287-9018,rc1298
Janet Johansen,33,AB-,ngo0074,,(252)795-9340,rc1299
Kia Clary,31,AB-,,hosp0145,(504)476-1828,rc1300
Marcelle Brigham,90,O-,ngo0011,,(570)668-1258,rc1301
Stacia Casanova,83,AB+,,hosp0024,(920)249-7685,rc1302
Edgardo Royal,98,A-,ngo0063,,(219)184-9623,rc1303
Del Ackerman,24,O+,,hosp0087,(682)784-3548,rc1304
Frank Jolley,66,A-,,hosp0169,(734)363-8290,rc1305
Miranda Ballard,15,B-,ngo0031,,(501)543-3430,rc1306
Clara Kay,7,B+,ngo0126,,(916)190-2719,rc1307
Kenneth Carper,6,AB-,ngo0048,,(707)217-6781,rc1308
Stephen Grice,46,A-,ngo0028,,(702)205-5218,rc1309
Lola Criswell,28,B-,,hosp0203,(831)845-1743,rc1310
Vernell Arndt,72,B+,,hosp0034,(564)481-4638,rc1311
Rosita Thibodeaux,49,O-,ngo0080,,(859)449-8214,rc1312
Genevieve Zambrano,13,B-,,hosp0097,(707)182-4744,rc1313
Pat Boren,15,O+,ngo0106,,(515)797-4422,rc1314
Joel Sheehan,54,AB+,ngo0055,,(859)755-9106,rc1315
Reyna Moser,91,O-,,hosp0058,(574)135-8416,rc1316
Patsy Nunez,50,AB-,ngo0025,,(605)862-5431,rc1317
Nigel Fink,35,AB+,,hosp0095,(248)428-9069,rc1318
Luz Giles,43,AB+,,hosp0175,(812)229-7836,rc1319
Abby Dunbar,53,B-,ngo0109,,(941)783-3407,rc1320
Catharine Damron,40,O-,ngo0134,,(205)687-2226,rc1321
Ernestina Rausch,50,B-,ngo0044,,(912)619-7877,rc1322
Nikita Almond,31,AB-,ngo0066,,(412)961-6083,rc1323
Jane Tisdale,24,O-,ngo0052,,(803)579-1953,rc1324
Samuel Culbertson,42,AB-,ngo0089,,(828)507-9503,rc1325
Sherman Arriaga,43,O+,ngo0105,,(803)868-8199,rc1326
Scott Matson,93,A+,,hosp0179,(630)514-8742,rc1327
Ferdinand Davidson,59,AB-,ngo0047,,(571)296-4869,rc1328
Shelton Kinder,59,A-,ngo0045,,(971)415-2213,rc1329
Jana Quarles,5,A-,ngo0055,,(405)290-5885,rc1330
Cliff Santiago,31,A-,ngo0051,,(435)489-2551,rc1331
Wes Bruce,51,A-,ngo0088,,(614)303-7665,rc1332
Odell Stokes,44,O-,,hosp0152,(870)287-5244,rc1333
Becky Gayle,70,A-,ngo0062,,(760)338-2685,rc1334
Barbra Agee,81,A-,ngo0078,,(724)425-8847,rc1335
Carmella Song,98,AB-,,hosp0030,(805)665-4866,rc1336
Elvia Maupin,52,O+,ngo0086,,(701)837-3472,rc1337
Rory Turley,72,O-,,hosp0148,(620)469-3897,rc1338
Numbers Niles,56,A-,,hosp0031,(262)799-8781,rc1339
Joanna Custer,68,A+,ngo0006,,(716)773-3638,rc1340
Marlon Browder,24,A-,,hosp0162,(309)196-6212,rc1341
Shelia Banks,32,A-,ngo0042,,(571)825-7991,rc1342
Rufus Wilhite,56,AB-,,hosp0071,(423)494-7604,rc1343
Marcy Dejesus,79,O+,ngo0040,,(412)475-3298,rc1344
Jefferson Bankston,92,A+,ngo0032,,(920)734-4512,rc1345
Clementine Brink,15,O-,ngo0090,,(907)450-9239,rc1346
Henry Decker,25,AB-,,hosp0065,(312)975-2019,rc1347
Billy Tatum,60,AB+,ngo0009,,(724)526-7211,rc1348
Robbie Wertz,25,A-,ngo0097,,(302)551-9534,rc1349
Tristan Welker,97,AB-,ngo0019,,(917)901-8283,rc1350
Alissa Shirley,41,AB+,,hosp0001,(309)921-8772,rc1351
Violeta Ontiveros,5,O-,ngo0038,,(574)196-4745,rc1352
Kenneth Cruse,81,O+,ngo0051,,(682)141-6617,rc1353
Lourdes Mabry,86,O+,,hosp0096,(606)151-6087,rc1354
Kathy Pfeifer,27,B+,ngo0092,,(304)566-6545,rc1355
Judson Bandy,51,B-,ngo0033,,(515)492-6520,rc1356
Jolene Gilbert,35,A-,ngo0094,,(414)461-2184,rc1357
Josefa Ha,3,B-,ngo0113,,(518)404-4316,rc1358
Larissa Hennessey,11,A+,ngo0074,,(478)478-9346,rc1359
Kieth Whiting,12,A-,,hosp0030,(720)428-3533,rc1360
Leopoldo Girard,9,B-,,hosp0032,(727)543-4617,rc1361
Jenny Cosgrove,90,A-,ngo0111,,(415)200-3703,rc1362
Mellisa Coffey,60,AB+,ngo0012,,(832)564-7916,rc1363
Clayton Hunt,58,AB-,,hosp0137,(314)237-8131,rc1364
Leonora Ivy,20,B+,,hosp0045,(603)267-9078,rc1365
Norberto Youngblood,23,B-,ngo0113,,(503)560-9950,rc1366
Newton Fraser,81,O+,,hosp0146,(404)310-1538,rc1367
Lakesha Wenzel,30,O-,ngo0102,,(406)478-1816,rc1368
Latricia Culp,68,AB-,,hosp0073,(607)782-7237,rc1369
Renaldo Fain,7,B-,ngo0016,,(405)649-1569,rc1370
Celestine Han,23,O+,,hosp0117,(920)506-3679,rc1371
Sylvester Willard,65,O+,,hosp0111,(205)329-5359,rc1372
Clyde Thorton,71,A-,ngo0063,,(865)503-7698,rc1373
Elda Daughtry,89,B-,ngo0055,,(234)947-2088,rc1374
Trudy Lawler,53,B+,ngo0030,,(267)748-4366,rc1375
Patrica Mackey,34,AB-,,hosp0177,(970)883-9604,rc1376
Tammie Saldivar,87,A+,ngo0040,,(985)513-8063,rc1377
Caitlin Wampler,95,A-,,hosp0105,(435)868-1389,rc1378
Wilfredo Yazzie,76,AB-,,hosp0188,(435)823-5191,rc1379
Val Donovan,81,B+,,hosp0028,(513)992-2067,rc1380
Edwardo Burnham,94,A-,,hosp0131,(806)175-3943,rc1381
Roseanne Walsh,17,B-,,hosp0001,(443)945-3688,rc1382
Jacquelin Mosier,72,B-,ngo0121,,(878)289-2181,rc1383
Carlo Macpherson,19,AB-,,hosp0198,(307)993-5972,rc1384
Lisette Wilson,87,AB+,ngo0024,,(320)315-8094,rc1385
Theo Winfrey,63,B+,ngo0056,,(571)702-3293,rc1386
Ivan Adler,77,AB+,ngo0031,,(213)111-5769,rc1387
Genevieve Schulze,52,B+,,hosp0061,(610)479-9545,rc1388
Daisy Wentz,96,AB-,ngo0040,,(207)903-5644,rc1389
Erich Luna,14,AB-,ngo0107,,(301)330-9306,rc1390
Carolyn Rosas,76,O-,,hosp0057,(337)800-3170,rc1391
Janine Ogle,31,AB-,,hosp0160,(283)417-7353,rc1392
Marguerite Elder,9,O+,,hosp0167,(907)435-9755,rc1393
Laurel Worth,61,AB+,ngo0072,,(479)336-7364,rc1394
Darleen Poole,89,B+,ngo0080,,(501)997-6422,rc1395
Queen Donohue,66,B+,ngo0110,,(510)938-3822,rc1396
Deirdre Loveless,58,B+,ngo0005,,(702)358-8859,rc1397
Michael Monson,61,B+,,hosp0142,(620)588-3180,rc1398
Marty Robledo,28,A+,,hosp0012,(401)567-5874,rc1399
Ofelia Mayers,21,A+,,hosp0191,(618)818-4246,rc1400
Maude Covington,46,A-,,hosp0093,(641)496-7125,rc1401
Moses Archuleta,13,B+,ngo0125,,(406)871-9430,rc1402
Dennis Rudd,38,B-,ngo0031,,(470)224-2440,rc1403
Dalia Mcarthur,51,O-,ngo0069,,(913)754-7084,rc1404
Debra Aiken,32,O-,,hosp0041,(571)190-5402,rc1405
Rey Hart,62,A+,,hosp0073,(952)315-7896,rc1406
Brian Baskin,37,O+,,hosp0001,(708)202-2199,rc1407
Horacio Brogan,28,O+,ngo0092,,(586)924-2816,rc1408
Soledad Burks,96,A-,,hosp0030,(504)172-7362,rc1409
Jame Nicholson,24,O-,ngo0135,,(573)371-6463,rc1410
Irvin Drayton,91,B+,ngo0045,,(434)836-2759,rc1411
Lucy Partin,69,O+,,hosp0188,(667)375-8926,rc1412
Quintin Maurer,66,AB-,ngo0099,,(352)577-6710,rc1413
Paige Wagoner,39,A+,,hosp0117,(774)538-2108,rc1414
Rod Salas,54,O-,ngo0064,,(516)416-2895,rc1415
Aletha Cornejo,41,B-,ngo0073,,(401)716-1829,rc1416
Hector Weiss,42,A-,,hosp0179,(702)995-9431,rc1417
Kendrick Sotelo,34,A-,,hosp0133,(737)289-8949,rc1418
Tosha Mccormack,85,B-,,hosp0081,(913)202-8170,rc1419
Branden Stone,61,A-,,hosp0180,(410)555-6874,rc1420
Tad Bear,29,A+,ngo0027,,(406)960-9129,rc1421
Marlyn Pereira,48,O+,ngo0087,,(617)602-5011,rc1422
Cherie Fellows,80,A-,,hosp0054,(703)522-2177,rc1423
Erik York,64,A+,ngo0014,,(970)326-2817,rc1424
Noah Ambrose,27,A-,,hosp0053,(989)871-3324,rc1425
Dottie Littlefield,52,AB-,,hosp0058,(269)877-7520,rc1426
Tracie Oaks,7,A-,,hosp0058,(843)675-3997,rc1427
Toby Embry,55,A-,ngo0033,,(781)684-1719,rc1428
Mellisa Valentin,5,O-,ngo0040,,(907)688-1484,rc1429
Connie Mojica,72,A+,ngo0130,,(209)891-7190,rc1430
Neva Polanco,32,AB-,ngo0073,,(925)221-2137,rc1431
Avis Crowell,82,O-,,hosp0056,(862)568-4925,rc1432
Frederic Autry,61,A-,ngo0117,,(313)670-3370,rc1433
Debra Easley,45,A+,,hosp0113,(517)441-3598,rc1434
Quincy Jeffers,68,AB+,ngo0055,,(360)558-3902,rc1435
Danita Brigham,86,A+,,hosp0004,(808)403-7489,rc1436
Buster Leggett,85,O-,,hosp0014,(229)386-1347,rc1437
Becky Isaac,70,A+,,hosp0187,(805)521-6239,rc1438
Tana Ahrens,4,A-,,hosp0149,(813)455-6849,rc1439
Mary Jefferson,90,B-,ngo0038,,(207)607-6424,rc1440
Earnestine Gass,69,O-,ngo0042,,(507)548-7917,rc1441
Winnifred Giron,22,AB+,ngo0100,,(802)689-7614,rc1442
Dina Beckett,99,O-,,hosp0038,(507)236-7471,rc1443
Merle Calkins,24,O-,ngo0040,,(518)663-8452,rc1444
Maribel Brandenburg,3,O-,,hosp0133,(254)717-3539,rc1445
Jamaal Moreland,57,B-,,hosp0086,(703)355-2845,rc1446
Lewis Rivera,37,O-,,hosp0117,(518)179-7453,rc1447
Linnie Savage,76,AB-,ngo0111,,(703)719-9884,rc1448
Nigel Mendes,27,O+,,hosp0011,(304)549-8762,rc1449
Felipe Araujo,97,O-,ngo0120,,(859)880-3794,rc1450
Korey Moll,27,AB-,,hosp0043,(419)469-2630,rc1451
Lena Turner,41,O+,ngo0071,,(609)218-6285,rc1452
Ingrid Schneider,97,AB+,,hosp0160,(978)676-4087,rc1453
Alina Tolbert,97,O-,,hosp0063,(971)262-6753,rc1454
Darnell Vela,0,O+,,hosp0123,(678)515-4597,rc1455
Helene Wong,87,B-,,hosp0065,(210)251-3746,rc1456
Misty Sisson,89,AB+,,hosp0109,(859)651-3155,rc1457
Roosevelt Lebron,81,O+,,hosp0161,(419)199-1893,rc1458
Mariah Handley,69,A+,ngo0040,,(406)716-3290,rc1459
Ana Lovejoy,54,AB+,ngo0096,,(508)710-1305,rc1460
Ernesto Woodson,54,O+,,hosp0158,(901)136-2260,rc1461
Irving Orth,1,O-,,hosp0195,(727)391-1732,rc1462
Coleman Agee,53,A-,,hosp0070,(931)775-7250,rc1463
Elinor Austin,52,AB+,,hosp0100,(754)734-5961,rc1464
Vikki Spivey,58,AB+,ngo0020,,(913)323-9571,rc1465
Aura Hawk,95,O+,ngo0055,,(251)666-6594,rc1466
Tom Rouse,80,B+,ngo0036,,(878)690-8126,rc1467
Sherry Maestas,17,A+,ngo0010,,(708)316-8113,rc1468
Rhoda Billings,62,O+,ngo0133,,(309)820-8394,rc1469
Sol Hyman,66,O+,ngo0056,,(316)259-1774,rc1470
Gustavo Cowley,16,A-,,hosp0106,(706)585-3556,rc1471
Irene Crosby,0,A+,,hosp0057,(903)468-4751,rc1472
Wally Irwin,35,A-,,hosp0133,(607)383-6554,rc1473
Dallas Wright,85,O-,,hosp0160,(720)335-7604,rc1474
Tyra Chastain,5,B+,ngo0068,,(775)829-1591,rc1475
Jean Delgado,14,O-,,hosp0200,(605)279-3736,rc1476
Derek Begley,39,B-,,hosp0044,(724)702-6977,rc1477
Alana Godfrey,13,B+,,hosp0053,(425)602-4545,rc1478
Ricardo Kasper,10,A-,,hosp0091,(580)364-2170,rc1479
Burton Carrion,47,O+,ngo0021,,(505)595-2632,rc1480
Sharron Jefferson,62,A-,ngo0062,,(301)476-2296,rc1481
Jenifer Duffy,10,O+,ngo0028,,(309)780-7131,rc1482
Adolfo Weatherford,99,AB-,ngo0109,,(919)526-8831,rc1483
Vicente Richards,66,O-,,hosp0153,(502)379-7363,rc1484
Stacey Fay,32,AB-,ngo0088,,(708)980-1299,rc1485
Sharlene Abner,23,AB-,,hosp0161,(979)615-8314,rc1486
Kent Schroeder,81,B+,ngo0038,,(585)667-2162,rc1487
Dominga Patton,31,A+,,hosp0078,(607)444-3726,rc1488
Karol Akin,80,O+,ngo0094,,(208)192-2297,rc1489
Jasper Surratt,65,B+,,hosp0043,(804)995-1261,rc1490
Ima Neil,55,O-,,hosp0030,(206)408-7324,rc1491
Branden Gillum,78,B-,ngo0059,,(412)244-5838,rc1492
Aurelia Payton,42,B+,,hosp0081,(208)277-5056,rc1493
Donna Sherrill,76,B-,ngo0124,,(508)556-4424,rc1494
Chong Havens,3,AB-,ngo0115,,(701)497-1548,rc1495
Eli Gamble,74,B+,,hosp0105,(920)541-6233,rc1496
Mabel Manzo,30,AB-,,hosp0112,(434)614-9171,rc1497
Mel Kearney,62,O+,,hosp0024,(907)831-9587,rc1498
Courtney Eden,28,A+,ngo0084,,(817)311-8348,rc1499
Jude Donahue,74,B-,,hosp0140,(360)185-6904,rc1500
Nelda Layne,58,AB-,,hosp0055,(617)126-6659,rc1501
Myra Barfield,61,O+,ngo0044,,(984)569-4438,rc1502
Pearline Barr,96,A+,,hosp0130,(505)693-2867,rc1503
Jacque Strother,51,O-,ngo0081,,(520)921-5564,rc1504
Willis Herron,51,AB-,,hosp0076,(405)998-3648,rc1505
Vernon Gilson,26,AB+,ngo0084,,(586)339-8883,rc1506
Viola Christman,57,B+,ngo0105,,(904)329-8841,rc1507
Booker Bassett,53,B-,,hosp0046,(434)565-2534,rc1508
Willie Vang,69,O-,,hosp0171,(239)544-7286,rc1509
Marquita Bear,92,B+,,hosp0081,(520)578-8788,rc1510
Alva Krause,39,AB+,,hosp0096,(203)198-5266,rc1511
Clayton Terry,31,B+,,hosp0069,(727)683-9136,rc1512
Kathryn Callahan,45,O-,ngo0075,,(708)468-8739,rc1513
Lucio Galbraith,83,B-,,hosp0179,(559)676-7517,rc1514
Adela Sauer,51,A-,,hosp0179,(224)112-3880,rc1515
Janie Crespo,90,O+,,hosp0135,(985)702-6324,rc1516
Zachery Francis,99,A-,,hosp0179,(228)675-5526,rc1517
Anderson Pleasant,96,O+,,hosp0093,(515)553-3526,rc1518
Hank Courtney,9,O-,ngo0124,,(505)141-5498,rc1519
Norris Hilliard,55,A+,ngo0125,,(240)966-9292,rc1520
Tyron Moe,16,O+,,hosp0140,(586)130-5897,rc1521
Marisol Bass,9,A-,ngo0002,,(850)309-9255,rc1522
Bernadette Gonzales,19,A+,,hosp0039,(646)921-6627,rc1523
Betty Brower,91,A-,ngo0072,,(347)335-9307,rc1524
Ona Bush,14,B+,,hosp0073,(702)577-5827,rc1525
Chong Griffin,27,O+,,hosp0106,(619)164-7919,rc1526
Royal Foley,56,O-,,hosp0032,(570)569-3229,rc1527
Eusebio Tinsley,42,AB+,,hosp0107,(701)153-8273,rc1528
Mel Brady,87,AB+,,hosp0102,(937)149-4851,rc1529
Abe Hensley,37,A+,,hosp0165,(631)902-5417,rc1530
Jimmie Summerlin,46,AB-,ngo0076,,(816)207-7784,rc1531
Danilo Luciano,41,AB-,,hosp0080,(662)423-2755,rc1532
Werner Justice,62,O-,ngo0101,,(229)249-1227,rc1533
Ricky Brill,6,O-,,hosp0169,(513)361-8183,rc1534
Cori Walker,82,AB+,,hosp0095,(662)658-6200,rc1535
Kristal Tyree,80,O+,,hosp0140,(225)839-1220,rc1536
Garth Lowry,71,A-,,hosp0140,(702)393-1432,rc1537
Elba Nielsen,61,A-,ngo0050,,(601)599-7099,rc1538
Arnoldo Keefe,16,A-,,hosp0026,(303)512-9359,rc1539
Shonda Rauch,10,A-,,hosp0105,(763)367-8524,rc1540
Del Gatewood,27,AB-,,hosp0192,(607)143-3478,rc1541
Zack Groves,44,B-,ngo0108,,(331)462-9032,rc1542
Windy Valadez,81,A+,,hosp0028,(702)475-3905,rc1543
Jeremiah Ball,69,AB-,ngo0105,,(571)121-6364,rc1544
Broderick Peek,25,A-,ngo0108,,(858)689-5135,rc1545
Alejandro Comstock,60,O-,,hosp0160,(517)155-4260,rc1546
Burton Fort,67,O+,ngo0067,,(626)494-5298,rc1547
Taylor Schwab,46,B-,,hosp0160,(910)416-5329,rc1548
Shelby Kenny,25,AB+,,hosp0205,(737)491-2278,rc1549
Carl Hyland,81,AB-,ngo0132,,(989)461-8788,rc1550
Otha Maguire,36,B-,,hosp0125,(872)950-4503,rc1551
Malik Stacey,10,B+,,hosp0002,(331)478-7614,rc1552
Danial Najera,79,O+,,hosp0196,(231)184-2009,rc1553
Billy Albert,21,A-,,hosp0138,(620)569-7623,rc1554
Freida Nemeth,31,B-,ngo0035,,(804)671-6973,rc1555
Phoebe Tallent,83,A+,,hosp0154,(540)926-1876,rc1556
Ronny Holm,50,A-,ngo0050,,(229)747-4099,rc1557
Willian Sampson,76,B+,,hosp0036,(651)972-2775,rc1558
Eve Irish,10,O+,ngo0012,,(224)145-3997,rc1559
Maribel Watters,91,O+,,hosp0116,(406)980-6896,rc1560
Morgan Bettis,21,B-,ngo0008,,(256)560-9929,rc1561
Raymond Bentley,59,A+,ngo0132,,(585)551-2481,rc1562
Randy Baird,22,A+,,hosp0050,(843)849-8074,rc1563
Carlton Leger,92,AB-,,hosp0208,(952)408-7080,rc1564
Joesph Newell,37,AB-,ngo0109,,(835)595-4820,rc1565
Celina Denton,69,AB+,,hosp0197,(515)266-2652,rc1566
Gerri Barba,12,B+,,hosp0184,(424)837-3690,rc1567
Keith Batson,7,A-,ngo0018,,(415)822-3683,rc1568
Melba Dehart,9,AB-,,hosp0141,(551)885-6429,rc1569
Rudy Barney,47,O+,,hosp0027,(916)153-2006,rc1570
Aaron Carbajal,49,AB+,ngo0106,,(304)241-5301,rc1571
Michael Ackerman,44,AB-,ngo0101,,(206)795-5634,rc1572
Elise Lang,33,A+,,hosp0068,(219)469-7208,rc1573
Janet Rohde,28,O+,ngo0030,,(563)792-7779,rc1574
Dixie Rodrigues,73,A+,ngo0109,,(843)796-6365,rc1575
Catalina Hurt,14,O-,,hosp0122,(323)783-3421,rc1576
Enoch Mccool,19,O-,,hosp0169,(580)994-6224,rc1577
Shane Limon,3,B+,ngo0014,,(864)322-4010,rc1578
Tony Donahue,18,B+,,hosp0091,(801)330-2235,rc1579
Norman Light,97,B+,ngo0096,,(515)510-8125,rc1580
Herb Gatewood,61,O-,ngo0010,,(816)254-9755,rc1581
Dona Estep,34,B+,,hosp0084,(603)894-5144,rc1582
Brock Rivero,66,AB-,,hosp0132,(860)486-1469,rc1583
Erma Fultz,38,AB-,ngo0017,,(786)880-4008,rc1584
Elnora Leung,28,A-,,hosp0179,(267)750-4481,rc1585
Sterling Dortch,49,AB-,ngo0112,,(251)808-3742,rc1586
Katie Forest,75,A-,,hosp0176,(815)163-2797,rc1587
Chadwick Ketchum,49,O-,,hosp0082,(980)238-9950,rc1588
Noble Battaglia,47,AB+,,hosp0004,(785)852-4373,rc1589
Lucille Still,88,B+,,hosp0106,(309)443-3919,rc1590
Tanya Sotelo,90,B-,,hosp0096,(602)503-8346,rc1591
Duane Haggerty,48,B-,,hosp0006,(440)455-9855,rc1592
Jack Whaley,38,B+,,hosp0104,(835)816-2894,rc1593
Mary Alvarado,77,O+,,hosp0012,(712)494-8766,rc1594
Larry Bond,9,O-,ngo0091,,(479)180-5249,rc1595
Helena Walling,1,B-,,hosp0052,(337)792-3954,rc1596
Orval Steele,48,AB+,,hosp0173,(254)505-7820,rc1597
Kristi Elkins,94,A+,,hosp0132,(406)511-2859,rc1598
Ronnie Galvez,92,O+,,hosp0199,(218)284-2654,rc1599
Kasey Addison,28,O+,ngo0029,,(202)200-8814,rc1600
Jenifer Vance,75,A-,ngo0041,,(505)661-2031,rc1601
Marianne Oswalt,98,A+,ngo0125,,(651)153-2369,rc1602
Deena Carmona,2,AB-,,hosp0183,(785)860-5424,rc1603
Katrina Hargis,85,AB+,,hosp0170,(464)682-6112,rc1604
Hipolito Spence,96,B-,ngo0063,,(715)586-2992,rc1605
Francesca Mullins,53,AB+,,hosp0077,(571)686-9284,rc1606
Mason Ferrara,20,AB-,ngo0039,,(518)365-3053,rc1607
Marilyn Altman,86,B-,ngo0047,,(703)684-5933,rc1608
Pansy Cooke,23,B+,,hosp0072,(505)796-4533,rc1609
Caren Sandoval,64,O-,,hosp0151,(585)139-8158,rc1610
Eugene Hoppe,36,AB-,ngo0015,,(520)961-1386,rc1611
Shane Low,29,B+,ngo0110,,(512)125-7423,rc1612
Dolores Pender,10,AB+,,hosp0070,(812)910-1289,rc1613
Meaghan Kroll,19,O+,ngo0097,,(564)941-3765,rc1614
Frankie Turman,66,O+,ngo0075,,(614)356-7314,rc1615
Keven Keister,58,A-,,hosp0138,(952)984-2245,rc1616
Elda Matlock,40,B-,,hosp0080,(765)261-9709,rc1617
Cary Hass,45,AB+,,hosp0153,(803)650-7600,rc1618
Winfred Pope,77,AB+,ngo0112,,(702)597-6399,rc1619
Wendi Ault,84,A-,ngo0024,,(530)640-2843,rc1620
Porfirio Porterfield,15,A-,,hosp0149,(313)671-7796,rc1621
Ashley Padilla,89,A-,ngo0058,,(605)581-5283,rc1622
Robbie Hackett,22,AB-,ngo0001,,(480)143-9130,rc1623
Hazel Stovall,40,O+,ngo0082,,(570)967-5706,rc1624
Corine Berrios,24,A+,,hosp0021,(276)822-8227,rc1625
Leanna Barreto,12,B+,,hosp0092,(917)764-6994,rc1626
Enoch Seely,44,O-,,hosp0072,(719)292-7660,rc1627
Filiberto Kerns,50,B-,ngo0130,,(989)345-3505,rc1628
Donnell Denning,81,O+,ngo0088,,(803)346-6135,rc1629
Blaine Reinhart,81,B-,ngo0073,,(806)930-4228,rc1630
Loraine Alfred,48,B-,ngo0102,,(312)131-9650,rc1631
Tamara Bouchard,22,A+,ngo0012,,(864)594-8441,rc1632
Elias Campos,49,AB+,,hosp0033,(315)925-1333,rc1633
Tracy Cordell,57,B+,ngo0035,,(503)138-7634,rc1634
Roxanna Dutton,28,B-,ngo0034,,(720)390-9295,rc1635
Michele Spring,64,AB+,ngo0026,,(407)157-5501,rc1636
Timothy Ware,62,O+,ngo0057,,(518)971-6199,rc1637
Gabriella Wiggins,70,AB+,ngo0065,,(801)150-1920,rc1638
Belinda Edgar,62,O-,,hosp0139,(631)530-4248,rc1639
Harley Worden,24,A+,ngo0116,,(224)312-8142,rc1640
Young Blackmon,25,A+,ngo0027,,(864)692-5280,rc1641
Dominick Pedersen,6,B-,,hosp0145,(801)972-9775,rc1642
Melisa Bowlin,89,B+,,hosp0011,(813)673-4511,rc1643
